product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_content
P100095,Vacuum Model 1095,Home&Kitchen|HomeAppliances|Vacuum,"₹2,892","₹5,977",51.6%,3.9,"11,996","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.9-star experience."
P100096,Accessories Model 1096,Electronics|Cameras|Accessories,₹399,₹835,52.2%,4.2,"7,739","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.2-star experience."
P100097,Cables Model 1097,Computers&Accessories|Accessories|Cables,₹298,₹552,45.9%,3.9,"2,192",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.9-star experience.
P100098,Speakers Model 1098,Electronics|HomeTheater|Speakers,₹936,"₹1,415",33.8%,4.8,"14,440","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.8-star experience."
P100099,Cables Model 1099,Computers&Accessories|Accessories|Cables,₹82,₹125,34.1%,4.6,"4,088",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.6-star experience.
P100100,Cookware Model 1100,Home&Kitchen|Kitchen&Dining|Cookware,₹382,₹724,47.2%,3.9,"5,046","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.9-star experience."
P100101,Printers Model 1101,OfficeProducts|OfficeElectronics|Printers,"₹4,594","₹9,839",53.3%,4.3,"3,545","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.3-star experience."
P100102,Printers Model 1102,OfficeProducts|OfficeElectronics|Printers,"₹6,426","₹12,577",48.9%,4.3,"10,697","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.3-star experience."
P100103,Speakers Model 1103,Electronics|HomeTheater|Speakers,₹746,"₹1,159",35.6%,4.6,"7,663","Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 4.6-star experience."
P100104,SmartWatches Model 1104,Electronics|WearableTech|SmartWatches,"₹4,481","₹9,722",53.9%,4.1,"14,439","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.1-star experience."
P100105,Vacuum Model 1105,Home&Kitchen|HomeAppliances|Vacuum,"₹9,046","₹16,418",44.9%,4.8,"3,013","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.8-star experience."
P100106,SmartWatches Model 1106,Electronics|WearableTech|SmartWatches,"₹3,962","₹7,548",47.5%,4.6,"2,724","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.6-star experience."
P100107,Vacuum Model 1107,Home&Kitchen|HomeAppliances|Vacuum,"₹5,828","₹12,810",54.5%,3.4,"4,471","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.4-star experience."
P100108,Laptops Model 1108,Computers&Accessories|Laptops,"₹19,111","₹40,150",52.4%,4.4,"17,023","Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study.","Customers say: Everyday laptop with a fast processor, ample storage, and a bright full-HD display for work and study. Overall a 4.4-star experience."
P100109,Cookware Model 1109,Home&Kitchen|Kitchen&Dining|Cookware,"₹1,423","₹3,302",56.9%,3.5,"8,632","Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface.","Customers say: Non-stick cookware made from food-grade material, even heat distribution, and an easy-to-clean surface. Overall a 3.5-star experience."
P100110,Cables Model 1110,Computers&Accessories|Accessories|Cables,₹281,₹461,39.0%,4.1,"11,544",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.1-star experience.
P100111,Printers Model 1111,OfficeProducts|OfficeElectronics|Printers,"₹3,075","₹5,738",46.4%,4.4,"7,937","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.4-star experience."
P100112,Accessories Model 1112,Electronics|Cameras|Accessories,₹410,₹953,56.9%,3.7,"4,503","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 3.7-star experience."
P100113,In-Ear Model 1113,Electronics|Headphones|In-Ear,₹560,₹908,38.3%,4.3,762,"Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.3-star experience."
P100114,Chargers Model 1114,Electronics|Mobiles&Accessories|Chargers,₹430,₹765,43.7%,3.7,575,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.7-star experience.
P100115,In-Ear Model 1115,Electronics|Headphones|In-Ear,"₹1,363","₹2,678",49.1%,4.1,602,"Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 4.1-star experience."
P100116,Cables Model 1116,Computers&Accessories|Accessories|Cables,₹211,₹382,44.7%,4.0,"9,918",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 4.0-star experience.
P100117,Cables Model 1117,Computers&Accessories|Accessories|Cables,₹217,₹315,30.8%,3.9,"2,804",High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors.,Customers say: High-speed data and charging cable with a tangle-free nylon braid and reinforced connectors. Overall a 3.9-star experience.
P100118,Vacuum Model 1118,Home&Kitchen|HomeAppliances|Vacuum,"₹2,151","₹3,545",39.3%,4.6,"18,164","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.6-star experience."
P100119,SmartWatches Model 1119,Electronics|WearableTech|SmartWatches,"₹3,189","₹7,383",56.8%,4.2,"29,636","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 4.2-star experience."
P100120,In-Ear Model 1120,Electronics|Headphones|In-Ear,₹641,"₹1,423",54.9%,3.7,"7,856","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.7-star experience."
P100121,Vacuum Model 1121,Home&Kitchen|HomeAppliances|Vacuum,"₹2,755","₹6,277",56.1%,3.5,177,"Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 3.5-star experience."
P100122,Vacuum Model 1122,Home&Kitchen|HomeAppliances|Vacuum,"₹7,144","₹15,073",52.6%,4.5,"4,941","Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter.","Customers say: Powerful vacuum cleaner with strong suction, multiple attachments, and a washable filter. Overall a 4.5-star experience."
P100123,SmartWatches Model 1123,Electronics|WearableTech|SmartWatches,"₹2,424","₹6,185",60.8%,3.8,"17,189","Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life.","Customers say: Smartwatch with heart-rate tracking, notifications, multiple sport modes, and a week of battery life. Overall a 3.8-star experience."
P100124,Accessories Model 1124,Electronics|Cameras|Accessories,₹426,₹702,39.2%,4.0,"2,009","Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards.","Customers say: Protective camera accessory kit with a carrying case, cleaning cloth, and lens guards. Overall a 4.0-star experience."
P100125,Printers Model 1125,OfficeProducts|OfficeElectronics|Printers,"₹8,715","₹16,445",47.0%,4.9,"6,193","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 4.9-star experience."
P100126,Speakers Model 1126,Electronics|HomeTheater|Speakers,"₹1,133","₹2,219",48.9%,3.9,265,"Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design.","Customers say: Wireless Bluetooth speaker with rich sound, long battery life, and a water-resistant design. Overall a 3.9-star experience."
P100127,Printers Model 1127,OfficeProducts|OfficeElectronics|Printers,"₹4,501","₹12,232",63.2%,3.8,"7,168","Compact wireless printer with fast print speeds, mobile printing, and low running costs.","Customers say: Compact wireless printer with fast print speeds, mobile printing, and low running costs. Overall a 3.8-star experience."
P100128,Chargers Model 1128,Electronics|Mobiles&Accessories|Chargers,₹337,₹723,53.3%,3.7,390,Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices.,Customers say: Fast charging adapter with surge protection and a durable braided cable. Compatible with most modern devices. Overall a 3.7-star experience.
P100129,In-Ear Model 1129,Electronics|Headphones|In-Ear,₹754,"₹1,800",58.1%,3.7,"5,799","Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls.","Customers say: Lightweight in-ear headphones with deep bass, noise isolation, and a built-in microphone for calls. Overall a 3.7-star experience."
